,country,points,price,variety
4041,US,92,48.0,Zinfandel
4042,Austria,92,62.0,Grüner Veltliner
4043,France,92,25.0,Gamay
4044,US,92,24.0,Chardonnay
4045,Austria,92,47.0,Cabernet Franc
4046,US,92,34.0,Zinfandel
4047,Austria,92,35.36879626183683,Grüner Veltliner
4048,Canada,92,32.0,Pinot Noir
4049,France,92,43.0,Gamay
4050,Chile,92,120.0,Cabernet Sauvignon
4051,France,92,25.0,Gamay
4052,Austria,92,19.0,Riesling
4053,US,92,20.0,Red Blend
4054,US,92,35.0,Rhône-style Red Blend
4055,US,92,60.0,Pinot Noir
4056,Italy,92,70.0,Red Blend
4057,US,92,50.0,Cabernet Sauvignon
4058,Chile,92,26.0,Cabernet Sauvignon
4059,Austria,92,39.0,Chardonnay
4060,US,92,35.0,Rhône-style Red Blend
4061,US,92,35.0,Merlot
4062,Austria,92,60.0,Pinot Noir
4063,US,90,8.0,Chardonnay
4064,US,90,30.0,Bordeaux-style Red Blend
4065,France,90,70.0,Bordeaux-style Red Blend
4066,France,90,51.0,Bordeaux-style Red Blend
4067,Australia,89,33.0,Chardonnay
4068,US,87,18.0,Sauvignon Blanc
4069,US,87,20.0,Chardonnay
4070,US,87,18.0,Chardonnay
4071,Italy,87,20.0,White Blend
4072,US,87,17.0,Pinot Gris
4073,US,87,45.0,Syrah
4074,US,87,23.0,Syrah
4075,Spain,87,18.0,Pinot Noir
4076,US,87,28.0,Pinot Noir
4077,Spain,87,9.0,Rosé
4078,US,87,20.0,Cabernet Sauvignon
4079,US,87,28.0,Chardonnay
4080,US,87,13.0,Riesling
4081,Spain,87,22.0,Red Blend
4082,US,87,85.0,Cabernet Sauvignon
4083,US,87,24.0,Red Blend
4084,France,87,13.0,Rhône-style Red Blend
4085,Austria,87,16.0,Grüner Veltliner
4086,New Zealand,90,35.0,Chardonnay
4087,US,90,40.0,Pinot Noir
4088,US,90,40.0,Pinot Noir
4089,US,90,65.0,Pinot Noir
4090,Italy,90,25.0,Sangiovese
4091,US,90,51.0,Cabernet Sauvignon
4092,US,90,40.0,Cabernet Sauvignon
4093,Italy,90,25.0,Red Blend
4094,Italy,90,19.0,Sangiovese
4095,Argentina,90,16.0,Malbec
4096,France,90,33.0,Chardonnay
4097,US,90,54.0,Pinot Noir
4098,Italy,90,25.0,Red Blend
4099,Argentina,90,35.0,Malbec
4100,France,90,25.0,Sauvignon Blanc
4101,Germany,90,48.0,Riesling
4102,US,90,25.0,Chardonnay
4103,US,90,27.0,Rhône-style Red Blend
4104,Italy,90,32.0,Red Blend
4105,Italy,90,25.0,Sangiovese
4106,Italy,90,33.0,Red Blend
4107,Portugal,90,33.0,Portuguese White
4108,US,90,28.0,Pinot Noir
4109,US,90,45.0,Syrah
4110,Israel,90,27.0,Cabernet Sauvignon
4111,US,90,65.0,Cabernet Sauvignon
4112,France,92,40.0,Pinot Gris
4113,US,92,45.0,Zinfandel
4114,Italy,92,28.0,Red Blend
4115,US,92,39.0,Chardonnay
4116,US,92,60.0,Pinot Noir
4117,Germany,92,26.0,Riesling
4118,US,92,45.0,Pinot Noir
4119,Germany,92,25.0,Riesling
4120,US,92,135.0,Cabernet Sauvignon
4121,US,92,125.0,Cabernet Sauvignon
4122,US,92,60.0,Pinot Noir
4123,US,92,150.0,Pinot Noir
4124,US,92,30.0,Sauvignon Blanc
4125,Italy,92,18.0,Red Blend
4126,US,92,48.0,Pinot Noir
4127,US,92,55.0,Pinot Noir
4128,US,92,33.0,Pinot Noir
4129,US,92,45.0,Chardonnay
4130,New Zealand,92,61.0,Syrah
4131,Israel,92,30.0,Cabernet Sauvignon
4132,US,92,65.0,Cabernet Sauvignon
4133,US,92,42.0,Tempranillo
4134,Portugal,92,60.0,Portuguese Red
4135,France,91,104.0,Pinot Noir
4136,US,91,42.0,Chardonnay
4137,US,91,50.0,Pinot Noir
4138,US,91,16.0,Zinfandel
4139,France,91,65.0,Pinot Noir
4140,US,91,44.0,Pinot Noir
4141,Italy,91,35.36879626183683,Sangiovese
4142,Italy,91,50.0,Sangiovese
4143,US,91,70.0,Red Blend
4144,France,91,57.0,Syrah
4145,France,91,23.0,Sauvignon Blanc
4146,Italy,91,35.36879626183683,Sangiovese
4147,US,91,45.0,Red Blend
4148,US,91,45.0,Bordeaux-style Red Blend
4149,France,91,30.0,Sauvignon Blanc
4150,France,91,34.0,Sauvignon Blanc
4151,France,91,50.0,Chardonnay
4152,Italy,91,31.0,Red Blend
4153,Italy,91,30.0,Sangiovese
4154,Spain,91,24.0,Sparkling Blend
4155,Italy,91,65.0,Sangiovese
4156,US,91,44.0,Pinot Noir
4157,Canada,91,38.0,Cabernet Franc
4158,US,91,40.0,Pinot Noir
4159,France,91,55.0,Pinot Noir
4160,US,91,90.0,Cabernet Sauvignon
4161,France,91,26.0,Sauvignon Blanc
4162,US,91,35.0,Syrah
4163,US,91,72.0,Pinot Noir
4164,US,88,45.0,Bordeaux-style Red Blend
4165,France,88,25.0,Gewürztraminer
4166,US,88,35.0,Pinot Noir
4167,Greece,88,30.0,Red Blend
4168,US,88,20.0,Merlot
4169,France,88,29.0,Pinot Gris
4170,France,88,35.36879626183683,Rhône-style Red Blend
4171,US,88,30.0,Chardonnay
4172,US,88,15.0,Sauvignon Blanc
4173,US,88,30.0,Riesling
4174,France,88,20.0,Gewürztraminer
4175,Chile,88,18.0,Sauvignon Blanc
4176,Austria,88,20.0,Red Blend
4177,US,88,23.0,Merlot
4178,US,87,13.0,Riesling
4179,Italy,87,18.0,Red Blend
4180,US,87,45.0,Syrah
4181,US,87,25.0,Chardonnay
4182,US,87,24.0,Syrah
4183,Austria,87,35.36879626183683,Pinot Noir
4184,US,88,42.0,Pinot Noir
4185,Australia,88,43.0,Cabernet Sauvignon
4186,Australia,88,22.0,Sauvignon Blanc
4187,US,88,24.0,Red Blend
4188,Argentina,88,30.0,Malbec
4189,US,88,36.0,Zinfandel
4190,Italy,88,17.0,Syrah
4191,South Africa,88,19.0,Sauvignon Blanc
4192,US,88,28.0,Merlot
4193,Australia,88,20.0,Sauvignon Blanc
4194,Argentina,88,29.0,Malbec
4195,Spain,88,10.0,Rosé
4196,Italy,88,25.0,Sangiovese
4197,US,88,40.0,Syrah
4198,Argentina,88,50.0,Malbec
4199,Argentina,88,17.0,Malbec
4200,Spain,87,12.0,Rosé
4201,France,87,15.0,Rhône-style Red Blend
4202,US,87,18.0,Chardonnay
4203,Austria,87,16.0,Grüner Veltliner
4204,US,87,38.0,Chardonnay
4205,US,87,40.0,Chardonnay
4206,Spain,87,9.0,Rosé
4207,US,87,15.0,Chardonnay
4208,France,87,14.0,Rosé
4209,US,87,30.0,Zinfandel
4210,US,87,30.0,Syrah
4211,US,87,32.0,Pinot Noir
4212,France,87,12.0,Rosé
4213,France,87,35.36879626183683,Rosé
4214,US,87,20.0,Bordeaux-style Red Blend
4215,US,87,13.0,Merlot
4216,Italy,87,40.0,Red Blend
4217,US,87,40.0,Cabernet Sauvignon
4218,US,87,40.0,Pinot Noir
4219,France,87,14.0,Rosé
4220,France,87,35.36879626183683,Rosé
4221,France,87,20.0,Rosé
4222,US,87,15.0,Zinfandel
4223,Italy,87,24.0,Pinot Grigio
4224,US,89,38.0,Cabernet Sauvignon
4225,Austria,89,15.0,Grüner Veltliner
4226,Austria,89,19.0,Grüner Veltliner
4227,US,89,30.0,Cabernet Sauvignon
4228,US,89,30.0,Red Blend
4229,US,89,34.0,Rhône-style Red Blend
4230,Austria,89,21.0,Grüner Veltliner
4231,New Zealand,89,25.0,Pinot Noir
4232,New Zealand,89,20.0,Pinot Noir
4233,US,89,30.0,Pinot Noir
4234,US,89,18.0,Sauvignon Blanc
4235,Austria,89,15.0,Grüner Veltliner
4236,US,89,45.0,Chardonnay
4237,US,89,45.0,Tempranillo
4238,New Zealand,89,35.36879626183683,Pinot Noir
4239,US,89,16.0,Chardonnay
4240,Argentina,89,15.0,Cabernet Sauvignon
4241,New Zealand,89,90.0,Pinot Noir
4242,New Zealand,89,35.36879626183683,Pinot Noir
4243,Italy,89,25.0,White Blend
4244,Italy,89,38.0,Sangiovese
4245,US,89,30.0,Tempranillo
4246,Italy,89,25.0,Red Blend
4247,France,89,20.0,Rosé
4248,US,85,16.0,Zinfandel
4249,US,85,23.0,Red Blend
4250,France,85,13.0,Sauvignon Blanc
4251,US,85,48.0,Cabernet Sauvignon
4252,Portugal,85,35.36879626183683,Portuguese White
4253,Germany,85,27.0,Riesling
4254,US,85,28.0,Pinot Noir
4255,US,85,45.0,Cabernet Sauvignon
4256,US,85,20.0,Merlot
4257,Argentina,85,13.0,Pinot Grigio
4258,US,85,45.0,Chardonnay
4259,US,85,24.0,Red Blend
4260,France,85,20.0,Pinot Noir
4261,US,85,13.0,Sparkling Blend
4262,US,85,29.0,Pinot Noir
4263,Spain,85,13.0,Sparkling Blend
4264,Portugal,85,20.0,Rosé
4265,US,85,22.0,Chardonnay
4266,US,85,37.0,Zinfandel
4267,Italy,85,29.0,Red Blend
4268,Spain,85,35.36879626183683,Tempranillo
4269,Portugal,85,17.0,Portuguese Red
4270,US,85,125.0,Cabernet Sauvignon
4271,Hungary,88,19.0,White Blend
4272,US,88,29.0,Pinot Noir
4273,Argentina,88,30.0,Pinot Noir
4274,France,88,28.0,Chardonnay
4275,Portugal,88,13.0,Portuguese White
4276,Argentina,88,17.0,Malbec
4277,Portugal,88,17.0,Portuguese White
4278,Italy,88,90.0,Nebbiolo
4279,Italy,88,32.0,Nebbiolo
4280,France,88,23.0,Chardonnay
4281,France,88,35.36879626183683,Pinot Noir
4282,Australia,88,35.36879626183683,Sauvignon Blanc
4283,US,88,43.0,Pinot Noir
4284,US,88,39.0,Pinot Noir
4285,Italy,88,44.0,Nebbiolo
4286,Argentina,88,30.0,Malbec
4287,US,88,12.0,Cabernet Sauvignon
4288,France,88,19.0,Chardonnay
4289,US,88,20.0,Zinfandel
4290,Argentina,88,64.0,Nebbiolo
4291,US,88,26.0,Pinot Noir
4292,Portugal,88,12.0,Portuguese Red
4293,US,88,20.0,Red Blend
4294,US,88,25.0,Syrah
4295,Argentina,88,30.0,Malbec
4296,Argentina,88,10.0,Malbec
4297,US,88,52.0,Pinot Noir
4298,Argentina,88,26.0,Malbec
4299,France,88,42.0,Chardonnay
4300,US,88,35.0,Cabernet Franc
4301,US,88,16.0,Gewürztraminer
4302,US,88,16.0,Sauvignon Blanc
4303,France,88,22.0,Rhône-style Red Blend
4304,Italy,88,40.0,Sparkling Blend
4305,US,88,20.0,Red Blend
4306,Italy,88,60.0,Red Blend
4307,US,88,45.0,Zinfandel
4308,US,88,24.0,Rosé
4309,Italy,88,29.0,Chardonnay
4310,Italy,88,65.0,Chardonnay
4311,Italy,88,30.0,Sparkling Blend
4312,US,88,29.0,Cabernet Franc
4313,France,88,65.0,Chardonnay
4314,US,86,26.0,Cabernet Sauvignon
4315,US,86,50.0,Pinot Noir
4316,US,86,28.0,Red Blend
4317,Spain,86,24.0,Tempranillo
4318,Chile,86,20.0,Riesling
4319,US,86,40.0,Pinot Noir
4320,US,86,22.0,Merlot
4321,US,86,45.0,Pinot Noir
4322,US,86,22.0,Bordeaux-style White Blend
4323,Chile,86,15.0,Sauvignon Blanc
4324,US,86,24.0,Sauvignon Blanc
4325,Italy,86,35.36879626183683,Red Blend
4326,US,86,18.0,Chardonnay
4327,Italy,86,14.0,Red Blend
4328,Chile,86,12.0,Merlot
4329,US,86,22.0,Pinot Noir
4330,US,86,39.0,Pinot Noir
4331,US,86,18.0,Pinot Gris
4332,US,86,12.0,Red Blend
4333,US,86,30.0,Chardonnay
4334,Chile,86,16.0,Sauvignon Blanc
4335,US,86,48.0,Chardonnay
4336,France,86,27.0,Rhône-style Red Blend
4337,France,86,18.0,Rosé
4338,France,86,18.0,Rosé
4339,Italy,86,12.0,Pinot Grigio
4340,France,86,35.36879626183683,Bordeaux-style Red Blend
4341,Italy,93,148.0,Sangiovese
4342,Austria,93,35.36879626183683,Grüner Veltliner
4343,Austria,93,32.0,Sauvignon Blanc
4344,US,93,60.0,Bordeaux-style Red Blend
4345,US,93,62.0,Cabernet Sauvignon
4346,US,93,55.0,Cabernet Sauvignon
4347,France,93,22.0,Bordeaux-style Red Blend
4348,US,93,125.0,Bordeaux-style Red Blend
4349,US,93,35.0,Chardonnay
4350,Italy,93,90.0,Red Blend
4351,Austria,93,28.0,Riesling
4352,Austria,93,35.36879626183683,Grüner Veltliner
4353,France,93,35.36879626183683,Bordeaux-style Red Blend
4354,US,93,80.0,Cabernet Sauvignon
4355,Austria,93,30.0,Riesling
4356,US,93,55.0,Cabernet Sauvignon
4357,Austria,93,17.0,Grüner Veltliner
4358,Austria,93,32.0,Grüner Veltliner
4359,Italy,93,209.0,Sangiovese
4360,Argentina,93,60.0,Malbec
4361,Austria,93,47.0,Grüner Veltliner
4362,Chile,83,20.0,Chardonnay
4363,US,83,10.0,Sauvignon Blanc
4364,Portugal,83,10.0,Portuguese White
4365,Portugal,83,14.0,Rosé
4366,Chile,83,12.0,Pinot Noir
4367,Chile,83,8.0,Cabernet Sauvignon
4368,Italy,83,11.0,Red Blend
4369,Spain,82,20.0,Riesling
4370,US,82,7.0,Pinot Noir
4371,Chile,82,17.0,Rosé
4372,Chile,82,9.0,Sauvignon Blanc
4373,Chile,82,13.0,Cabernet Sauvignon
4374,US,82,25.0,Sparkling Blend
4375,US,82,11.0,Pinot Grigio
4376,Chile,82,15.0,Chardonnay
4377,US,82,13.0,Sauvignon Blanc
4378,Spain,82,10.0,Sauvignon Blanc
4379,Germany,90,12.0,Riesling
4380,US,90,24.0,Chardonnay
4381,South Africa,90,20.0,Red Blend
4382,France,90,23.0,Malbec
4383,Italy,90,33.0,White Blend
4384,Argentina,90,21.0,Malbec
4385,France,90,60.0,Rhône-style Red Blend
4386,US,90,32.0,Pinot Noir
4387,South Africa,90,40.0,Bordeaux-style Red Blend
4388,France,90,35.36879626183683,Red Blend
4389,Austria,90,30.0,Grüner Veltliner
4390,Italy,90,37.0,White Blend
4391,Italy,90,32.0,White Blend
4392,Argentina,90,29.0,Malbec
4393,US,90,28.0,Zinfandel
4394,US,90,27.0,Syrah
4395,Germany,90,16.0,Riesling
4396,Italy,90,90.0,White Blend
4397,Argentina,90,28.0,Red Blend
4398,France,90,35.36879626183683,Malbec
4399,South Africa,90,24.0,Cabernet Sauvignon
4400,New Zealand,87,19.0,Sauvignon Blanc
4401,US,87,60.0,Pinot Noir
4402,Italy,87,16.0,White Blend
4403,Canada,87,24.0,Riesling
4404,US,87,25.0,Syrah
4405,Italy,87,35.36879626183683,Pinot Grigio
4406,Argentina,86,14.0,Cabernet Sauvignon
4407,US,86,22.0,Merlot
4408,US,86,50.0,Cabernet Sauvignon
4409,Italy,86,12.0,White Blend
4410,US,86,25.0,Sangiovese
4411,Italy,86,14.0,White Blend
4412,Germany,88,15.0,Riesling
4413,US,88,29.0,Gewürztraminer
4414,Chile,88,20.0,Sauvignon Blanc
4415,Chile,88,20.0,Malbec
4416,US,88,70.0,Bordeaux-style Red Blend
4417,Germany,88,67.0,Riesling
4418,US,88,52.0,Pinot Noir
4419,US,88,16.0,Riesling
4420,Chile,88,12.0,Sauvignon Blanc
4421,US,88,9.0,Zinfandel
4422,US,88,25.0,Riesling
4423,US,88,42.0,Sparkling Blend
4424,US,88,32.0,Pinot Noir
4425,US,88,17.0,Chardonnay
4426,US,88,27.0,Sparkling Blend
4427,US,88,17.0,Riesling
4428,US,88,30.0,Pinot Noir
4429,Chile,88,13.0,Sauvignon Blanc
4430,Germany,88,58.0,Riesling
4431,France,90,58.0,Chardonnay
4432,US,90,20.0,Zinfandel
4433,Austria,90,25.0,Riesling
4434,France,90,35.36879626183683,Chardonnay
4435,Austria,90,52.0,Grüner Veltliner
4436,US,90,55.0,Merlot
4437,US,90,27.0,Cabernet Sauvignon
4438,US,90,25.0,Sauvignon Blanc
4439,Italy,90,35.36879626183683,Red Blend
4440,US,90,29.0,Zinfandel
4441,US,90,45.0,Pinot Noir
4442,France,90,35.36879626183683,Chardonnay
4443,US,90,45.0,Pinot Noir
4444,US,90,18.0,Syrah
4445,US,90,14.0,Merlot
4446,Spain,90,145.0,Tempranillo
4447,US,90,28.0,Pinot Noir
4448,Austria,90,35.36879626183683,Red Blend
4449,Spain,90,21.0,Sparkling Blend
4450,US,90,65.0,Pinot Noir
4451,France,90,35.36879626183683,Chardonnay
4452,Austria,90,35.0,Grüner Veltliner
4453,Italy,90,300.0,Syrah
4454,Italy,90,28.0,Sangiovese
4455,Austria,90,21.0,Grüner Veltliner
4456,Austria,90,35.36879626183683,Riesling
4457,US,90,32.0,Zinfandel
4458,US,90,30.0,Cabernet Sauvignon
4459,US,90,75.0,Bordeaux-style Red Blend
4460,Canada,90,23.0,Sauvignon Blanc
4461,US,90,42.0,Pinot Noir
4462,France,90,24.0,Gamay
4463,Italy,90,58.0,Red Blend
4464,US,90,55.0,Merlot
4465,US,90,30.0,Chardonnay
4466,France,90,24.0,Gamay
4467,Austria,90,30.0,Chardonnay
4468,France,90,18.0,Rosé
4469,US,90,14.0,Sauvignon Blanc
4470,Italy,90,50.0,Red Blend
4471,Austria,90,40.0,Grüner Veltliner
4472,US,90,55.0,Chardonnay
4473,US,90,43.0,Pinot Noir
4474,Austria,90,25.0,Pinot Noir
4475,US,90,20.0,Red Blend
4476,US,88,25.0,Merlot
4477,US,88,23.0,Chardonnay
4478,US,88,13.0,Riesling
4479,Austria,88,18.0,Riesling
4480,US,88,75.0,Pinot Noir
4481,Italy,88,35.36879626183683,Nebbiolo
4482,US,88,55.0,Pinot Noir
4483,France,88,35.36879626183683,Champagne Blend
4484,France,88,57.0,Champagne Blend
4485,Italy,88,35.36879626183683,Nebbiolo
4486,Italy,88,29.0,Nebbiolo
4487,US,88,32.0,Chardonnay
4488,France,91,29.0,Bordeaux-style Red Blend
4489,France,91,25.0,Bordeaux-style Red Blend
4490,Italy,91,65.0,Sangiovese
4491,US,91,28.0,Syrah
4492,US,91,21.0,Chardonnay
4493,US,91,27.0,Cabernet Franc
4494,US,91,29.0,Syrah
4495,Italy,91,35.36879626183683,Sangiovese
4496,US,91,30.0,Chardonnay
4497,US,91,40.0,Pinot Noir
4498,Italy,91,50.0,Nebbiolo
4499,US,91,39.0,Merlot
4500,US,91,44.0,Syrah
4501,Austria,91,30.0,Grüner Veltliner
4502,Argentina,91,95.0,Malbec
4503,Austria,91,27.0,Grüner Veltliner
4504,US,91,20.0,Cabernet Sauvignon
4505,Italy,91,78.0,Sangiovese
4506,Italy,91,160.0,Syrah
4507,France,91,20.0,Bordeaux-style Red Blend
4508,France,91,35.36879626183683,Bordeaux-style Red Blend
4509,France,91,35.36879626183683,Bordeaux-style Red Blend
4510,France,91,35.36879626183683,Bordeaux-style Red Blend
4511,France,91,40.0,Bordeaux-style Red Blend
4512,France,91,35.36879626183683,Bordeaux-style Red Blend
4513,Italy,90,19.0,Pinot Grigio
4514,US,90,65.0,Pinot Noir
4515,US,90,20.0,Sauvignon Blanc
4516,US,90,24.0,Riesling
4517,Austria,90,25.0,Rosé
4518,Italy,90,200.0,Nebbiolo
4519,US,90,30.0,Cabernet Sauvignon
4520,US,90,42.0,Cabernet Sauvignon
4521,US,90,85.0,Pinot Noir
4522,US,90,100.0,Red Blend
4523,France,90,19.0,Rosé
4524,US,90,40.0,Cabernet Sauvignon
4525,US,90,65.0,Bordeaux-style Red Blend
4526,France,90,30.0,Rosé
4527,France,90,15.0,Rosé
4528,France,90,52.0,Rosé
4529,US,90,33.0,Bordeaux-style Red Blend
4530,US,90,19.0,Sauvignon Blanc
4531,US,90,45.0,Chardonnay
4532,Austria,90,13.0,Grüner Veltliner
4533,France,90,14.0,Rosé
4534,US,90,12.0,Chardonnay
4535,New Zealand,90,35.36879626183683,Pinot Noir
4536,US,90,24.0,Syrah
4537,US,92,35.0,Chardonnay
4538,US,92,30.0,Pinot Noir
4539,France,92,160.0,Pinot Noir
4540,US,92,46.0,Pinot Noir
4541,US,92,50.0,Syrah
4542,US,92,20.0,Zinfandel
4543,US,92,40.0,Zinfandel
4544,US,92,42.0,Pinot Noir
4545,US,92,55.0,Syrah
4546,US,92,28.0,Pinot Noir
4547,Romania,92,28.0,Sauvignon Blanc
4548,US,92,55.0,Pinot Noir
4549,US,92,55.0,Pinot Noir
4550,France,92,35.0,Riesling
4551,France,92,55.0,Pinot Gris
4552,France,92,30.0,Riesling
4553,France,92,49.0,Rosé
4554,Chile,92,20.0,Cabernet Sauvignon
4555,US,92,34.0,Sauvignon Blanc
4556,US,92,35.0,Pinot Noir
4557,US,92,34.0,Pinot Noir
4558,US,92,41.0,Rhône-style Red Blend
4559,US,92,50.0,Pinot Noir
4560,Italy,92,99.0,Red Blend
4561,Italy,92,65.0,Red Blend
4562,Italy,92,79.0,Red Blend
4563,US,92,20.0,Tempranillo
4564,Italy,92,64.0,Red Blend
4565,US,92,35.0,Chardonnay
4566,US,92,85.0,Cabernet Sauvignon
4567,France,83,10.0,Chardonnay
4568,France,83,12.0,Chardonnay
4569,France,83,9.0,Sauvignon Blanc
4570,France,83,16.0,Rosé
4571,France,83,10.0,Cabernet Sauvignon
4572,Argentina,83,13.0,Malbec
4573,Argentina,83,20.0,Malbec
4574,France,83,10.0,Pinot Noir
4575,France,83,5.0,Cabernet Sauvignon
4576,US,83,24.0,Riesling
4577,Spain,83,13.0,Rosé
4578,US,83,14.0,Pinot Noir
4579,France,83,6.0,Sauvignon Blanc
4580,France,83,10.0,Merlot
4581,US,83,26.0,Sauvignon Blanc
4582,France,83,10.0,Rosé
4583,Spain,83,19.0,Tempranillo
4584,Spain,83,10.0,Red Blend
4585,Argentina,83,8.0,Malbec
4586,France,83,5.0,Red Blend
4587,France,83,18.0,Rosé
4588,US,83,50.0,Cabernet Sauvignon
4589,France,83,12.0,Cabernet Sauvignon
4590,US,83,22.0,Rosé
4591,France,83,9.0,Pinot Noir
4592,France,83,9.0,Chardonnay
4593,US,83,26.0,Merlot
4594,Portugal,84,11.0,Portuguese White
4595,Portugal,84,13.0,Portuguese White
4596,France,84,35.36879626183683,Pinot Noir
4597,Portugal,84,12.0,Portuguese White
4598,France,84,22.0,Chardonnay
4599,Spain,84,7.0,White Blend
4600,Argentina,84,20.0,Chardonnay
4601,Spain,84,12.0,White Blend
4602,Argentina,84,9.0,Malbec
4603,Argentina,84,13.0,Chardonnay
4604,France,84,24.0,Pinot Noir
4605,Portugal,84,8.0,Portuguese White
4606,France,84,20.0,Pinot Noir
4607,Portugal,88,18.0,Portuguese White
4608,Portugal,88,12.0,Portuguese White
4609,Portugal,88,12.0,Portuguese Red
4610,US,88,28.0,Sangiovese
4611,Italy,88,70.0,Nebbiolo
4612,US,88,26.0,Cabernet Sauvignon
4613,US,88,28.0,Cabernet Sauvignon
4614,US,88,32.0,Bordeaux-style Red Blend
4615,Italy,88,30.0,Red Blend
4616,US,88,17.0,Sauvignon Blanc
4617,US,88,28.0,Cabernet Sauvignon
4618,US,88,45.0,Rhône-style Red Blend
4619,US,88,10.0,Cabernet Sauvignon
4620,US,88,12.0,Red Blend
4621,Portugal,88,12.0,Portuguese Red
4622,Portugal,88,15.0,Portuguese Red
4623,Brazil,88,36.0,Sparkling Blend
4624,France,88,9.0,Bordeaux-style Red Blend
4625,France,88,25.0,Bordeaux-style Red Blend
4626,France,88,19.0,Bordeaux-style Red Blend
4627,France,88,30.0,Bordeaux-style Red Blend
4628,France,88,33.0,Malbec
4629,France,88,19.0,Bordeaux-style Red Blend
4630,France,88,28.0,Bordeaux-style Red Blend
4631,France,88,18.0,Bordeaux-style Red Blend
4632,US,88,60.0,Pinot Noir
4633,US,88,27.0,Syrah
4634,France,88,35.36879626183683,Rosé
4635,France,88,28.0,Chardonnay
4636,Australia,88,17.0,Cabernet Sauvignon
4637,US,88,49.0,Pinot Noir
4638,US,88,19.0,Red Blend
4639,US,88,45.0,Merlot
4640,US,88,35.0,Zinfandel
4641,US,88,19.0,Cabernet Sauvignon
4642,US,88,13.0,Chardonnay
4643,France,88,40.0,Pinot Noir
4644,US,88,47.0,Pinot Noir
4645,Germany,88,10.0,Riesling
4646,US,88,48.0,Red Blend
4647,US,88,38.0,Cabernet Sauvignon
4648,US,88,95.0,Pinot Noir
4649,France,88,24.0,Chardonnay
4650,US,88,20.0,Merlot
4651,US,88,35.0,Pinot Grigio
4652,US,88,20.0,Pinot Noir
4653,US,88,37.0,Chardonnay
4654,US,88,65.0,Sparkling Blend
4655,Germany,87,12.0,Riesling
4656,Argentina,82,15.0,Malbec
4657,Argentina,82,11.0,Malbec
4658,US,82,40.0,Pinot Noir
4659,Argentina,82,6.0,Cabernet Sauvignon
4660,US,82,26.0,Sauvignon Blanc
4661,US,82,12.0,Zinfandel
4662,US,82,14.0,Chardonnay
4663,Argentina,81,12.0,Cabernet Sauvignon
4664,Argentina,81,15.0,Cabernet Sauvignon
4665,Argentina,81,8.0,Red Blend
4666,Argentina,81,13.0,Cabernet Sauvignon
4667,Portugal,81,16.0,Portuguese Red
4668,Argentina,80,20.0,Malbec
4669,France,97,430.0,Chardonnay
4670,France,97,550.0,Chardonnay
4671,US,95,50.0,Pinot Noir
4672,US,95,50.0,Pinot Noir
4673,New Zealand,88,13.0,Sauvignon Blanc
4674,US,88,16.0,Cabernet Sauvignon
4675,US,88,32.0,Pinot Noir
4676,US,88,20.0,Cabernet Franc
4677,US,88,15.0,Sauvignon Blanc
4678,US,88,80.0,Cabernet Sauvignon
4679,US,88,25.0,Merlot
4680,US,88,19.0,Red Blend
4681,US,88,75.0,Cabernet Sauvignon
4682,US,88,15.0,Cabernet Sauvignon
4683,US,88,45.0,Syrah
4684,US,88,11.0,Chardonnay
4685,US,88,30.0,Sparkling Blend
4686,US,88,25.0,Red Blend
4687,France,88,45.0,Bordeaux-style Red Blend
4688,France,88,35.36879626183683,Bordeaux-style Red Blend
4689,France,88,40.0,Bordeaux-style Red Blend
4690,France,88,35.36879626183683,Bordeaux-style Red Blend
4691,US,88,35.0,Champagne Blend
4692,US,88,25.0,Champagne Blend
4693,France,88,40.0,Bordeaux-style Red Blend
4694,France,88,28.0,Bordeaux-style Red Blend
4695,France,88,25.0,Bordeaux-style Red Blend
4696,France,88,20.0,Bordeaux-style Red Blend
4697,France,88,35.0,Bordeaux-style Red Blend
4698,France,88,15.0,Bordeaux-style Red Blend
4699,France,88,33.0,Bordeaux-style Red Blend
4700,France,88,33.0,Bordeaux-style Red Blend
4701,US,84,40.0,Cabernet Sauvignon
4702,US,84,22.0,Pinot Noir
4703,France,84,10.0,Bordeaux-style Red Blend
4704,US,84,17.0,Pinot Noir
4705,France,84,35.36879626183683,Red Blend
4706,Chile,84,7.0,Sauvignon Blanc
4707,Chile,84,17.0,Cabernet Sauvignon
4708,US,84,24.0,Chardonnay
4709,US,84,19.0,Cabernet Sauvignon
4710,France,84,10.0,Chardonnay
4711,France,84,25.0,Bordeaux-style White Blend
4712,France,84,35.36879626183683,Bordeaux-style Red Blend
4713,France,84,16.0,Bordeaux-style Red Blend
4714,Greece,84,13.0,Red Blend
4715,US,84,7.0,Chardonnay
4716,US,83,22.0,Cabernet Sauvignon
4717,US,83,24.0,Sauvignon Blanc
4718,US,83,24.0,Sauvignon Blanc
4719,Italy,83,35.36879626183683,Rosé
4720,Italy,83,11.0,White Blend
4721,France,87,20.0,Pinot Noir
4722,France,87,27.0,Pinot Noir
4723,Italy,87,35.36879626183683,Red Blend
4724,US,87,13.0,Merlot
4725,Italy,87,29.0,Chardonnay
4726,US,87,10.0,Cabernet Sauvignon
4727,US,87,32.0,Merlot
4728,Australia,87,12.0,Chardonnay
4729,Chile,87,17.0,Chardonnay
4730,US,87,49.0,Pinot Noir
